pathway	N367M	N515M	TD181207731	TD181207732	TD181207733	TD181207736	TD181207739	X010M	X254	X275	X283	X294	X314	X321	X341	X353	X360	X361	X385	X391	X392	X431	D22BD538_461	D22BD540_524	D22BD542_455	D22BD543_285	D22BD546_302	D22BD547_260	D22BD548_308	D22BD550_238	D22BD552_244	D22BD554_316	D22BD555_248	D22BH739_268	D22BH741_298	D22BH742_330	D22BH744_370	D22BH746_377	D22BH747_383	D22BH748_389	D22BH750_427	D22BH752_439_2	D22BH753_454_1	D22BH757_476	D22BH759_488	D22BH760_493	D22BH761_494	D22BH762_497	D22BH763_505	D22BH766_533	D22BD536_469	CRS403	CRS440	CRS511	CRS513	CRS514	CRS517	CRS532	CRS534	CRS539	CRS540	CRS548	CRS549	CRS550	CRS552	CRS553	CRS555	CRS556	CRS557	CRS559	CRS560	CRS568	CRS573	CRS579	CRS584	CRS592	CRS606	CRS608	CRS612	CRS618	CRS619	CRS626	CRS629	CRS631	CRS636	CRS652
Sphingolipid metabolism	109246.71	345601.44	101358.45	257518.22	139877.97	310916.47	175271.82	217993.63	204363.4	263711.94	129200.49	200488.58	173605.07	188079.7	551254.09	179554.12	201152.01	139084.12	280305.13	193966.43	286575.81	176811.3	6164.75	101286.48	8450	88241.95	11651.5	81765.76	67053.56	17205.75	10402	232199.8	44232.33	65421.15	80782.25	65771.64	59123.5	103009.97	12927.26	52727.69	15665.37	37254.66	5459.66	15959.27	27826.8	35323.09	66506.5	51793.18	30922.15	61046.71	654.61	87276.61	3455.21	6306.67	10829.17	6710.66	727722.19	17363.01	5472.28	4422.69	15302.01	3371.71	6452.87	232479.8	12334.62	258587.98	18215.97	39450.26	2571.45	8026.83	153030.42	6924.81	8621.94	38436.79	1513.97	6397.17	3235.31	3749.53	17335.63	7539.85	1669.5	4049.64	55380.99	1992.12	3123.04	6244.43
Sphingolipid signaling pathway	64	541.97	60	1134.4	545.4	48.4	28	111	345.86	562.33	1091.7	1738.68	871.33	1152	204.6	172	1017.2	444.07	1153.99	1010.2	1919.54	394.2	1054	16	0	0	0	1321	464	112	54	136	62	24.66	107	92.66	263	633	64	106	22	42.34	16	128	1012.34	861.66	646	77	44	68	1.34	23	106.34	1007	220.02	21.16	79.34	52	440	19	332.34	34	459	49.32	32	27	1083.66	218.34	30	109.66	30	1985	101	165.32	129	203	72	36	176.34	3928.34	17	59.34	71.02	26	47.34	10
Spinocerebellar ataxia	1886.96	15347.26	2202.91	28677.96	43017.49	3075.43	5064.75	5945.85	16549.41	23693.66	19783.45	43720.1	26607.65	31411.63	46829.39	2773.13	31391.27	13545.32	20302.81	22200.89	9056.36	17919.26	87.75	129.34	23	977.19	142	397.34	1073	73	86	283.49	8	1202.09	745	559	731.25	6323.01	673.5	189	518.67	553	65	977	803	2228.66	4537.5	352.5	372	465.93	28.1	80395	219.5	909	208	281	464.5	551.5	362.78	262	6915	124.01	151	229	155.2	960	326	250	888.2	827	196	310	476.75	5075.5	40.5	3491.84	95.34	166	102	51	2716	384.67	523.83	73	738	313
Spliceosome	90	43	8	545.32	176	46	8	61	93	92	151.32	623	136	3148	6	20	3390	31	505	2126	121	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	45	0	0	0	0	0	0	0	0	0	0	18	0
Staphylococcus aureus infection	3673.62	79921.5	107650.85	23722.2	43860.61	5247.65	229020.8	122005.21	43157.5	26131.48	23620.56	14596.33	36751.69	21778.22	15213.95	78662.85	34188.6	47225.15	61099.74	33890.32	65387.73	13750.87	4073	16519.8	9508	60295	6075	95715	336850	20630	82085	61444	70917	18948	24952.75	38579	23342.5	13606.1	1660	27258	7612.25	2140.75	1477	7131	7352	4695.6	8686.8	18115	27404.02	11549	933.19	9207.66	4089.02	23738.04	6260.77	294427.02	2948	40850	1290.5	22323.36	16883.02	8673	3550.02	387157	12255.04	86748.94	49431.98	36622.22	9814	8799	253495.02	16280.04	39128.98	21377.62	699	3223	38635.02	78531	6416	4156.02	207.98	4114.98	14235.02	10904	3956	377393.98
Starch and sucrose metabolism	208766.05	829461.7	786201.26	703697.26	622595.47	553216.05	943533.36	971676.17	546889.55	639546.77	378489.83	620408.44	551216.3	646115.47	766396.48	639555.63	586001.83	400282.71	680204.95	712482.55	629030.34	440442.24	66171.82	375816.6	174730.88	397797.76	90378.96	389492.45	630184.2	150047.04	144757.38	858532.68	198097.95	249697	305272.98	253100.73	246182.68	301026.56	212040.38	426504.38	85860.11	304289.7	87745.63	66167.28	108698.5	123285.5	256541.47	193119.56	154298.53	198673.83	9709.54	679672.72	101732.77	90142.82	290675.45	418985.11	511431.23	89310.84	28920.46	44330.53	163283.84	37641.38	106402.81	1543023.84	360607.34	615614.45	138258.75	139382.33	25437.42	63391.78	1009801.87	132084.02	82896.95	133964.06	63097.59	42523.95	140578.94	136980.71	230356.39	70413.64	13336.97	71972.8	197021.58	31276.44	12630.06	436919.61
Steroid biosynthesis	203	4161.31	456.26	5375.6	8276.34	285	2.66	1115.66	2726.8	4296.86	3053.44	7803.22	3106.32	6490	755.34	240	5880.32	975	3639.88	6286.32	908.02	1858.1	0	10	0	0	0	0	65	10	28	87.66	30	91	58	3.34	12	342	0	2.66	22	10.66	7.34	132	106	531.66	478	2.66	4	0	1.24	58	77.5	510	0	0	209.84	4	92	60	1271	70	32	126	0	30	46	30	346	303.5	84	80	20	2148.5	0	296.5	66	54	0	4	134	80	38	28	309	32
Steroid degradation	4	3693.5	460.13	10030.54	3122.67	550	37.5	575	4058.24	10287.34	9426.65	24596.59	13984.5	3915.67	1762.67	847.17	3472.34	1703.33	5296.3	3733.83	1248.5	2343.15	1523	389.17	11.25	359.67	0	2051.34	2129	498	543	1612.83	637	205.5	160.5	168	1168.5	2382.5	34	182	147	130.85	133	465.33	1571.5	1958	2625.5	303.5	80	171	12.19	54.5	186.25	2071.5	218.5	28.75	134.75	121	813.33	105.5	1450	134	707.5	317	104	60.5	1397.5	41.5	502	547.75	208	3018.5	177.5	1158.25	396.5	523.75	127	73	259.5	5911.5	303.5	118.25	98.5	64	732.51	43
Steroid hormone biosynthesis	45.46	3774.59	420.18	3584.11	1375.29	4120.85	457.5	730.85	2249.23	5665.1	2482.83	4729.13	5265.79	1701.64	2257.89	1128.72	1832.77	7150.72	3773.22	1777.39	2679.04	2053.92	8.75	278.33	2.75	104.6	19	2045.25	563.75	1492	762	2278	6678.33	535	54.25	122	228	567.25	28.8	491	0	20	10	304	51.5	481.25	413.75	964.6	5.75	238.1	6.28	109	276.01	227.67	72.67	635	48	3368	26.67	63	429	49.67	20	317.67	74.67	80.34	175.17	284	111.2	99.33	382.33	78	105.5	170	45	18	131.67	238	103.67	39	36	63.5	107.67	45.92	387.67	787.33
"Stilbenoid, diarylheptanoid and gingerol biosynthesis"	1461.5	3793.8	63.6	1071.17	399.8	71.25	51	371.75	696.25	757.32	869.68	1489.03	686	2697.7	171.4	81.5	2593.75	702.05	1267.65	1800.6	1463.97	811.55	0	3.8	0	26.5	642.25	0	11	9779	4	51	3	0	0	0	62	165	60	10	67	0	0	13	0	35	137	63	0	53	1.68	2.1	10	121	0	5	104.5	19	99.5	15	374.5	9	0	5	0	8	53	174	68	109	16	7	54	205.25	0	33	0	17	0	0	26	8	4	0	24	0
Streptomycin biosynthesis	61364.65	146408.27	84546.15	155458.82	132587.24	97441.24	122263.85	127320.73	121618.62	139518.02	93131.8	155827.14	114201.41	169680.92	66656.62	90221.11	162688.6	75936.21	133024.11	153629.71	119601.44	102106.29	14767.87	45223.91	30317.84	52300.94	31285.43	52838.3	90377.4	25172.66	28015.05	96955.3	26640.99	31549.96	37814.46	30310.69	31519.97	41488.05	57591.45	71612.31	14314.14	41549.05	19473.81	11092.08	16166.61	19284.57	41202.97	23733.07	22273.2	22530.31	1797.52	327554.98	19365.38	20882.47	72521.57	77186.19	111073.4	15596.16	6121.07	8213.08	43809.09	7130.46	24388.85	156149.74	55140.43	150615.27	20845.01	19349.18	5638.61	14563.23	102719.14	35569.47	12998.85	29746.52	16184.51	15758.64	31754.41	27111.46	62103.3	12914.67	9142.66	4150.46	44377.53	5608.57	2905.02	72842.69
Styrene degradation	6314.75	35387.58	46468.53	60209.2	73820.58	16517.52	3202.6	35656.83	45034.64	56450.64	38328.98	86616.23	51763.81	78435.2	35675.24	15718.88	78966.81	32792.96	53705.45	62982.32	50428.15	40488.39	1584.15	8219.71	3659.25	26309.11	1851.5	37720.39	125854.33	29489.5	30443.2	24072.72	16755	9159.03	13307.5	15369.05	10966.35	15524.07	1976.83	9868.33	5156.33	3789.87	899	4999.16	4725.37	7124.92	14317.75	7560	12233.51	5299.99	592.51	484664.68	2093.42	11285.84	2701.16	107406.92	2468.69	12649.75	1915.82	9257.67	19119.5	3674.5	1943.4	3648.43	4599.27	5725.34	19210.56	13794.95	5839.5	5364.01	3382.6	6560.08	13307.42	15171.24	732.67	19534.17	14086.84	28903.85	2926.75	2908.76	10894.5	3271.01	7931.18	4668.92	2695.17	137433.27
Sulfur metabolism	69957.21	437661.67	257088.69	545758.36	569887.39	269826.54	196433.44	312160.74	416504.79	494133.66	337175.65	658156.82	422506.39	551199.15	697810.59	213821.23	542157.73	292331.34	463332.52	519017.83	389735.33	351748.92	68623.4	130389.13	75165.29	180825.69	28421.01	190380.81	461538.02	100557.88	157272.1	191529.42	122618.63	82447.12	91319.47	89309.86	89740.44	160805.42	181726.87	213561.18	56177.39	79254.23	64253.73	49802.77	53796.44	80059.32	165907.39	68574.09	80392.8	53027.54	7249.75	3634057.38	90475.49	111788.22	232178.32	463371.9	171502.13	81769.06	25745.66	41699.77	219590.92	32303.67	91592.55	402558.07	205394.05	178487.29	125275.3	63056.52	33749.89	70151.97	265229.4	153615.68	63258.79	146468.24	78699.53	149753.79	159027.08	154344.8	225457.23	59088	38440.13	77656.89	319779.85	27786.98	16971.92	468169.56
Sulfur relay system	23310.82	84774.23	85989.61	75499.18	69157.42	42271.3	74515	66536.96	55213.81	65240.52	41356.33	66141.8	47294.72	71876.29	42387.02	46302.47	69311.9	39338.7	74495.72	79263.17	62413.81	45710.44	8096.71	37877.63	17435.77	39903.68	18791.6	48945.91	119315.22	45930.08	26244.04	60912.37	28241.33	22698.07	26226.67	24412.22	22381.12	28729.14	29756.78	34561.29	10887.96	22104.02	10097.66	7992.07	9206.34	14538.21	25723.34	17441.05	17507.09	14145.96	1858.71	326756.04	21535.05	14739.17	38342.39	93823.7	5554.59	16029.47	3828.72	8193.35	26295.46	6461.54	13734.15	79765.33	30554.14	64310.23	23522.99	12411.37	4925.68	8638.65	53616.57	20884.31	12484.62	19289.29	9043.7	14159.5	23450.8	28085.26	33143.88	11314.32	6209.66	17909.46	59607.42	6157.93	2094.17	106766.2
T cell receptor signaling pathway	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taurine and hypotaurine metabolism	65383.1	173935.08	107914.92	230945.8	239516.11	96760.6	121892.91	131590.01	170923.83	196931.27	136689.01	273930.9	183261.52	205115.05	263143.4	93298.3	195526.69	111514.12	178786.92	198323.67	139924.51	134953.16	22891.63	75755.58	37616.35	95738.13	34420.03	93416.64	201215.88	35042.91	46871.98	152413.72	40896.65	47267.89	63002.92	53978.09	50350.29	67965.16	42462.95	82515.62	24326.58	60915.15	21713.56	18216.66	24097.53	33296.19	67607.64	35604.52	38690.52	35426.41	2445.64	1293328.31	33879.77	37116.85	64661.47	170576.62	78928.79	27836.46	10082.77	15565.51	76180.19	12420.64	28849.03	235818.55	84811.8	175973.2	44122.25	24736.93	12069.32	22896.24	155001.55	40852.29	25130.7	51947.01	24914.73	53240.45	52910.65	54543.04	58800.01	23084.69	18564.15	23003.65	79734.52	11444.08	5288.2	179299.02
Teichoic acid biosynthesis	163865.07	378173.3	291114.45	305211.18	267930.89	229572.36	554764.69	411639.88	224625.17	277260.26	171247.91	302654.41	278384.84	270403.66	224309.78	299826.31	259097.95	206172.49	328670.3	283353.69	285076.92	191864.33	14720.76	53480.52	68045.7	105437.47	86841.39	166028.02	469823.23	51751.58	163448.2	151585.45	135084.33	50543.66	70329.19	70841.49	62095.07	79219.78	59531.53	75492.8	25600.41	86954.38	23870.07	24696.49	25931.72	39279.98	60864.65	47035.32	51153.46	33922.1	4732.84	424366.17	29196.28	46060.92	87433.89	398438.4	359868.35	76561.23	9866.46	36459.33	79372.42	17227.92	28796.34	774457.74	91420.03	592607.51	86931	79710.52	20130.76	25651.64	510166.81	43266.37	62119.51	87779.56	12962.68	24398.93	68359.93	110198.87	67315.02	30526.13	14924.77	22298.88	67271.36	20661.67	9559.61	491650.6
Terpenoid backbone biosynthesis	327510.8	602784.7	421099.51	661341.67	517290.12	490499.76	505569.8	537338.15	459756.81	544076.2	346356.9	583163.8	440370.96	692201.02	389612.9	389772.63	659608.54	343825.73	567110.64	664771.46	543301.71	373497.4	93723.33	251042.99	135397.16	312248.89	201543.47	319467.27	483174.33	169567.54	150146.51	611518.99	185103.64	180554.42	227302.49	181767.46	169938.42	190791.8	253417.73	351238.4	86808.5	204033.68	98132.44	56709.04	83435.81	97512.77	211630.78	142044.98	131392.55	132641	10123.1	1079418	126347.78	116081.35	334095.41	419231.83	521050.1	97527.88	33874.37	38557.37	205654.6	41874.42	126678.49	553339.71	304479.19	908648.74	136029.75	94335.84	26702.4	80695.73	367376.79	190290.53	61560.56	145284.34	102980.16	58051.8	185777.68	150734.13	312975.48	87170.42	39597.75	106811.76	196547.38	33564.52	12276.06	368287.99
Tetracycline biosynthesis	0	5	49	19	5	0	0	0	37	11	0	19	0	14	0	0	0	0	10	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	56	20	0	0	0	0	0	5	0	0	12	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	5	0
TGF-beta signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermogenesis	0	365	52.5	1290.5	369.89	85	30.5	75	601	678	696.89	1967	879	3019	188	50.5	2886	207	765.5	2070.5	452.5	445	0	3	0	0	0	0	12.5	0	0	0	0	48	122	13	66	218	19	0	18	0	3	0	26	90	201	0	0	0	0.61	1.5	0	0	0	0	0	7	6	0	208.5	7	3	7	0	0	27.5	0	0	9.5	7	2	5.5	3	0	0	0	9	0	0	0	0	3	0	0	4
Thiamine metabolism	134683.1	315700.14	269347.87	352971.46	289000.01	252017.37	232231.81	237914.55	267607.9	289748.84	187355.6	319651.77	223251.05	313389.43	241770.98	182987.34	290128.31	220143.73	299509.99	326245.72	288637.71	203665.53	82003.95	194542.95	93058.49	238469.48	95206.08	235165.6	401411.93	122127.22	99581.14	425565.42	123894.98	130433.23	160390.63	135578.2	123232.32	133732.14	167190.28	218870.07	68120.29	140032.53	73485.47	41956.83	60848.54	67350.47	152742.06	97153.03	101634.46	93079	6033.15	667924.05	112825.98	99100.67	227520.69	366764.93	162616.93	65681.44	26022.31	28076.62	151762.14	34299.86	94512.4	91424.31	178052.91	336129.49	96318.93	42915.93	19924.94	61985.04	64136.94	147357.86	39849.68	88067.78	90800.61	38149.16	161022.47	130430.48	224098.91	69552.12	20003.62	59937.99	189861.4	26966.69	8115.52	322379.32
Thyroid cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thyroid hormone signaling pathway	1038	8391.98	1814.32	10132.67	10344.06	1767.04	1408.6	2843.52	23561.33	6526.05	7041.77	12759.07	5491.83	10961.96	43023.67	1612.53	10098.77	6360.16	9735.12	9609.02	5457.03	5756.71	5642.51	1157.64	1100.17	4234.32	0.33	1917.67	139.17	170	51	1644.4	1094	1322	1305.09	914.67	1214.41	1426.25	119.67	189.83	2784.92	2267.57	2696.83	1327.01	1423.33	1277.49	5285.33	352.19	2288.33	374.51	69.9	906.5	6539	6555.35	2703.66	9358.58	788.01	1955.67	1281.99	540.49	7867.15	1555.83	3457.66	590.29	894	106.66	2334	807.84	1235.18	4228.01	293	5726.49	573.5	6143.02	6916.63	1325.32	9445.82	5104.5	6468.34	2874.16	347.83	367.82	11762.85	926.98	668.34	368.83
Thyroid hormone synthesis	0	288	0	589.32	92	20	0	12	124	268	205.32	100	152	8552	0	16	8004	32	1136	5712	568	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	24	0	392	0	0	20	0	0	72	0	0	0	28	0	0	28	0	0	0	36	0	0	0	0	0	0	0	0
Tight junction	0	54	6	616.33	66	17	0	13	203	213	183.33	259	166	107	34	13	87	34	111.5	61.5	74.5	86.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Toll and Imd signaling pathway	0	702.9	8	285.6	409.2	5	350.8	425.2	31	569.5	537.6	61	44	57	385.8	375.4	604	425.6	672	170.67	139	89	5.5	0	0	0	0	0	0	0	0	12	0	24	0	0	47.5	220	0	0	0	0	0	0	40	195	160	13	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Toluene degradation	1415	19786.07	4772.08	36519.29	44115.73	2377.77	7906.7	9717.88	30202.59	30239.28	25614.66	54072.78	36833.37	41925.53	69030.62	6561.91	41343.02	19471.23	28302.01	31552.06	11399.27	20781.42	160.5	9098.13	5040.25	2303.18	0	418.17	4189.15	359.5	9859	1348.79	750	1722.06	1151.98	1317.24	1957	9173.19	23072.6	17083.65	734.25	2070.02	4039.26	1609.28	1418.35	3961.29	8366.85	1261	684.35	704.79	71.83	160983.26	842.6	2300.28	23910.49	1020.94	2743.38	2171.64	820.55	757.35	18972.13	490.59	5417.92	731.31	1167.86	658.25	1282.33	562.63	1687.12	1816.91	629.17	8994.65	1167.1	9218.73	365.51	7011.07	1370.33	619.7	18350.86	311.18	1000	1410.48	8188.34	219.35	1180.02	1050.28
Toxoplasmosis	1134.5	12449.42	1949.73	26361.74	40379.7	2037	4278	5232.5	14110.1	19645.91	17875.32	41787.39	25315.86	29921.74	46101	2119.41	29812	12453.85	17738.01	21117.5	7243.07	14748.34	71.25	129.34	23	964.59	142	316.84	1073	73	86	283.49	13	1133.09	689.5	437	731.25	6099.26	627.5	189	484	543	59	897	803	2198.41	4318.5	273	372	332	28.1	80395	219.5	909	208	281	464.5	551.5	362.78	262	6904	124.01	151	229	155.2	960	326	250	887	816.5	196	310	476.75	5025.5	40.5	3483.84	95.34	166	102	51	2716	384	523	73	738	313
Transcription factors	184223.81	1245997.22	1002198.96	1360593.9	1438040.78	763819.13	1103499.84	1213900.91	1113954.14	1250542.2	817332.99	1368016.47	1024932.77	1226346.63	1528962.56	806614.44	1159083.92	787807.58	1282991.36	1346140.93	1069070.39	999983.52	222423.59	685459.85	327289	668752.85	88722.11	705881.93	1468798.23	207780.18	439058.15	1012182.27	493459.6	357945.31	419916.37	369622.94	378150.39	541448.9	494229.02	737601.63	202708.53	462064.3	213895.75	163775.87	193521.59	265797.87	530578.95	298552.33	290162.46	244744.59	19434.85	7394424.74	305724.28	322772.76	679218.73	1366413.74	361994.25	296290.39	74966.72	122184.83	561067.77	103769.48	279981.15	1818979.33	608476.12	619150.58	397014.37	214078.62	88397.08	199998.85	1197973.66	415364.72	192112.89	355681.81	250229.69	320491.69	493733.72	461194.84	626429.71	190346.88	82324	332565.48	1043119.94	88780.99	46928.05	1350758.18
Transcription machinery	648479.21	1397801.88	655932.48	1582870.03	1258082.97	1207129.73	829130.13	1191388.03	1107909.29	1307422.31	860085.93	1510251.48	1098769.71	1565100.64	1236676.12	828446.25	1501559.49	743694.67	1267818.14	1569713.72	1079942.22	916547.68	168861.64	367665.22	281238.97	470991.87	355097.49	472834.91	808524.25	254103.67	234079.25	810582.8	239425.26	272609.85	341179.56	270884.24	283604.03	380596.32	673177.61	623202.65	152650.68	339355.26	209972.09	112030.25	146792.43	200045.42	415647.63	217883.56	207047.16	196528.97	19182.01	3514002	251598.14	220553.12	823967.27	735576.15	1224959.77	139954.14	66581.98	72030.99	484761.59	76599.96	276260.14	1026226.98	553765.14	1719699.57	245140.15	165948.9	55504.64	147590.03	680315.97	426979.32	108509.38	295293.52	193724.53	164963.82	346390.55	267632.97	745251.28	169883.03	64854.53	195822.53	401541.81	61289.1	25747.3	626890.29
Transfer RNA biogenesis	464827.22	1126841.54	865115.67	1316137.61	1252385.76	792473.59	924071.1	1001661.29	940383.21	1123644.85	723335.64	1201650.42	886789.53	1331327.61	1170492.27	704511.14	1278947.9	648263.52	1127335.92	1260760.78	1047010.38	807430.24	120107.21	395153.34	253875.79	474745.06	276276.69	519981.26	1034586.75	222949.7	358182.46	805318.99	276922.29	262530.04	331781.5	276125.21	259729.02	357181.05	425744.08	486518.59	133361	357423.41	151734.74	98716.48	125456.87	183188.92	346920.1	219061.63	206242.08	181938.59	16353.73	3846717.93	193636.17	186115.61	553439.32	871476.25	727724.21	161499.55	54202.19	89434.08	385162.95	68709.53	194331.95	1486295.12	435670.78	1340820.1	308053.45	192928.26	59651.46	125126.22	981310.82	281445.69	143260.76	297122.05	133805.25	174328.45	288563.05	283994.84	479539.1	126650.94	129295.88	371349.02	533696.91	61341.81	26268.16	902670.23
Translation factors	177165.1	398425.26	283323.73	399220.55	342589.11	270815.86	447401.22	385889.65	284525.25	338241.31	214827.52	357237.12	294991.02	390384.37	276604.27	281674.37	371645.57	206155.11	358193.85	377333.25	326747.75	235294.87	37628.95	117322.65	94711.87	143062.27	109861.45	154458.55	297294.17	77143.39	93446	256721.01	82312.65	81256.23	103822.55	86137.01	82681.87	106568.24	154433.85	157574.28	40122.72	131339.85	53441.57	30031.48	39321.85	53877.88	105815.17	67752.87	62120.25	60584.98	5004.76	744310.89	57890.53	54607.79	199537.26	250052.34	263791.77	46028.28	15613.48	25166.51	110773.65	20469.86	66247.39	544014.66	159519.18	510353.58	82703.37	64482.34	15835.51	37769.49	357988.87	91977.98	42393.73	81801.11	41756.57	36823.35	88980.97	82465.74	166847.9	38913.83	23883.63	73502.62	130064.28	17832.57	6941.36	252843.08
Transporters	2855481.02	9959261.88	8395055.48	10072323.35	10399382.93	6370880.37	7941773.33	9549638.18	7431536.09	9076135.85	5937042.5	10319956.54	7934545.85	9375777.63	8213547.75	6467100.28	8799181.66	5913981.36	9395613.06	9993410.84	8426564.44	6775475.54	1353522.4	5321459.46	2490851.8	5561424.31	1564792.22	5486899.98	9409678.3	2528539.98	2670356.48	10490745.69	3026617.05	3274664.49	4071765.96	3283026.62	3236539.84	4286389.13	4365367.63	5827307.36	1503180.02	3782676.71	1594803.85	1125538.97	1521554.44	1957430.35	4006934.42	2587837.3	2312994.71	2440964.4	155148.73	39543485.89	2081306.14	1903435.55	5637374.2	7600240.73	5073676.13	1678967.05	530259.96	750583.8	3807091.66	695614.09	2055650.63	15085557.32	4614576.34	8492743.44	2460946.68	1671653.24	546507.71	1281971.01	9927755.08	2936403.96	1230811.17	2571642.97	1496075.29	1778139.78	2918308.12	2600170.73	4932387.73	1277466.31	578284.39	2028953.24	5631795.38	588142.55	286285.96	7328961.81
"Tropane, piperidine and pyridine alkaloid biosynthesis"	26842.81	112642.22	67331.06	142220.53	107299.86	94265.61	31208.44	90090.48	97832.76	113717.58	75422.88	128243.66	88607.47	134303.95	181426.13	60373.19	128810.09	63778.11	107520.44	132073	95178.4	79484.17	20798.53	43703.56	20414.01	55947.29	3514.93	53248.23	87264.73	25003.16	21759.51	95862.65	27124.99	30348.35	37480.69	31375.44	30184.97	40954.58	69694.97	72978.48	16708.23	21893.63	21296.97	11621.14	16568.04	20085.2	45951.22	24639.75	24040.49	22611.9	1290.16	326802.58	25556.87	26150.96	82267.57	85243.27	78244.03	16805.15	6978.11	7147.9	53659.3	8224.17	28963.5	3904.49	37878.12	47253.96	25685.93	10806.62	5747.16	17286.83	3477.47	49863.97	9657.1	25753.47	22976.74	16002.12	40061.99	31464.36	79168.69	17521.66	9244.49	23907.53	48627.34	6149.89	3089.01	71811.2
Tryptophan metabolism	23482.91	82602.74	35505.26	118895.62	119507.61	27146.82	9224.07	31796.95	92091.05	106866.78	83820.76	159214.03	109090.3	134482.8	211672	22225.61	129138.76	50392.95	94042.47	106503.34	49725.14	71796.59	3284.5	37098.12	27536.42	47777.47	14537.42	61684.33	172988.39	16829	40062.84	71160.11	42888.99	24115.36	27675.49	28932.37	23830.75	36376.9	73548.26	60996.14	8548.66	24537.68	15356.4	8667.89	10288.82	16647.34	30452.52	19332.81	20196.21	14914.49	837.85	487012.87	9514.56	16786.61	81968	137088.24	8558.72	25127.15	3111.67	11320.94	45997.16	6094.31	19951.7	5371.84	17125.08	52873.53	24718.24	7066.59	8163.76	7178.18	5081.02	34698.32	16522.69	31199.59	1831.8	21803.19	22036.92	37516.88	61552.32	6625	14378.33	7743.42	61864.13	6420.12	5354.69	174582.16
Tuberculosis	99856.94	268142.53	185905.31	280189.25	318268.36	171829.85	232932.18	236513.38	191820.92	260626.44	159928.87	286781.41	210559.42	307983.42	198487.38	151901.21	291681.68	172134.57	239624.7	294882.75	181665.12	172639.29	35529.9	83101.77	47320.21	110310.15	60737.29	105306.39	183935.96	27615.97	53529.59	194449.47	52878.65	62644.69	78821.94	62809.83	59774.52	76883.57	48575.82	115632.14	32665.45	82438.89	29667.35	21815.23	30574.87	39713.27	86592.98	46094.39	46709.25	43846.07	4562.21	735996.88	49460.59	46103.7	79101.34	164753.92	148242.66	28813.5	14455.39	15042.31	73624.94	15684.03	38533.2	312426.33	124768.59	292792.79	52709.55	34532.05	11839.3	28802.57	206424.08	53239.31	25132.79	60108.11	39688.56	34149.63	70529.63	58269.4	78794.49	34932.29	15621.97	34774.39	95613.19	13023.11	5288.18	146588.64
